"N"	"gene"	"beta"	"pval"	"varexp"
"gene103944"	3735	"Arl3"	NA	NA	NA
"gene103945"	3736	"Arl4a"	NA	NA	NA
"gene103946"	3737	"Arl4aos"	NA	NA	NA
"gene103947"	3738	"Arl4c"	NA	NA	NA
"gene103948"	3739	"Arl4d"	NA	NA	NA
"gene103949"	3740	"Arl5a"	NA	NA	NA
"gene103950"	3741	"Arl5b"	27.616944243302	1	0
"gene103951"	3742	"Arl5c"	NA	NA	NA
"gene103952"	3743	"Arl6"	NA	NA	NA
"gene103953"	3744	"Arl6ip1"	NA	NA	NA
"gene103954"	3745	"Arl6ip4"	NA	NA	NA
"gene103955"	3746	"Arl6ip5"	NA	NA	NA
"gene103956"	3747	"Arl6ip6"	NA	NA	NA
"gene103957"	3748	"Arl8a"	NA	NA	NA
"gene103958"	3749	"Arl8b"	7.53656770456193	0.999999809769497	0
"gene103959"	3750	"Arl9"	NA	NA	NA
"gene103960"	3751	"Armc1"	NA	NA	NA
"gene103961"	3752	"Armc10"	NA	NA	NA
"gene103962"	3753	"Armc12"	NA	NA	NA
"gene103963"	3754	"Armc2"	NA	NA	NA
"gene103964"	3755	"Armc3"	NA	NA	NA
"gene103965"	3756	"Armc4"	NA	NA	NA
"gene103966"	3757	"Armc5"	4.81185226309333	0.0950995828330531	0.232810849824155
"gene103967"	3758	"Armc6"	NA	NA	NA
"gene103968"	3759	"Armc7"	NA	NA	NA
"gene103969"	3760	"Armc8"	NA	NA	NA
"gene103970"	3761	"Armc9"	NA	NA	NA
"gene103971"	3762	"Armcx1"	NA	NA	NA
"gene103972"	3763	"Armcx2"	NA	NA	NA
"gene103973"	3764	"Armcx3"	NA	NA	NA
"gene103974"	3765	"Armcx4"	-0.455691332152558	0.0189184075922583	0.445958163011783
"gene103975"	3766	"Armcx5"	NA	NA	NA
"gene103976"	3767	"Armcx6"	NA	NA	NA
"gene103977"	3768	"Armh1"	NA	NA	NA
"gene103978"	3769	"Armh2"	NA	NA	NA
"gene103979"	3770	"Armh3"	NA	NA	NA
"gene103980"	3771	"Armh4"	NA	NA	NA
"gene103981"	3772	"Armt1"	NA	NA	NA
"gene103982"	3773	"Arnt"	1.32802317161476	1	0
"gene103983"	3774	"Arnt2"	NA	NA	NA
"gene103984"	3775	"Arntl"	NA	NA	NA
"gene103985"	3776	"Arntl2"	NA	NA	NA
"gene103986"	3777	"Arpc1a"	NA	NA	NA
"gene103987"	3778	"Arpc1b"	NA	NA	NA
"gene103988"	3779	"Arpc2"	NA	NA	NA
"gene103989"	3780	"Arpc3"	NA	NA	NA
"gene103990"	3781	"Arpc4"	10.7364288545364	0.0708093833800428	0.288179732736374
"gene103991"	3782	"Arpc5"	NA	NA	NA
"gene103992"	3783	"Arpc5l"	NA	NA	NA
"gene103993"	3784	"Arpin"	NA	NA	NA
"gene103994"	3785	"Arpp19"	NA	NA	NA
"gene103995"	3786	"Arpp21"	NA	NA	NA
"gene103996"	3787	"Arr3"	NA	NA	NA
"gene103997"	3788	"Arrb1"	NA	NA	NA
"gene103998"	3789	"Arrb2"	-6.06147808704172	0.0732045090249719	0.258807993461055
"gene103999"	3790	"Arrdc1"	NA	NA	NA
"gene104000"	3791	"Arrdc2"	NA	NA	NA
"gene104001"	3792	"Arrdc3"	NA	NA	NA
"gene104002"	3793	"Arrdc4"	NA	NA	NA
"gene104003"	3794	"Arrdc5"	NA	NA	NA
"gene104004"	3795	"Arsa"	NA	NA	NA
"gene104005"	3796	"Arsb"	NA	NA	NA
"gene104006"	3797	"Arsg"	-1.74399098890335	0.0109639270064345	0.595877457881922
"gene104007"	3798	"Arsi"	NA	NA	NA
"gene104008"	3799	"Arsj"	NA	NA	NA
"gene104009"	3800	"Arsk"	NA	NA	NA
"gene104010"	3801	"Art1"	NA	NA	NA
"gene104011"	3802	"Art2a"	NA	NA	NA
"gene104012"	3803	"Art2b"	NA	NA	NA
"gene104013"	3804	"Art3"	NA	NA	NA
"gene104014"	3805	"Art4"	-6.27170023684412	8.91117328430011e-06	0.884448351827707
"gene104015"	3806	"Art5"	NA	NA	NA
"gene104016"	3807	"Artn"	NA	NA	NA
"gene104017"	3808	"Arv1"	NA	NA	NA
"gene104018"	3809	"Arvcf"	NA	NA	NA
"gene104019"	3810	"Arx"	NA	NA	NA
"gene104020"	3811	"Arxes1"	NA	NA	NA
"gene104021"	3812	"Arxes2"	NA	NA	NA
"gene104022"	3813	"As3mt"	-23.9429149226864	4.53788153021656e-12	0.921754002617036
"gene104023"	3814	"Asah1"	NA	NA	NA
"gene104024"	3815	"Asah2"	NA	NA	NA
"gene104025"	3816	"Asap1"	NA	NA	NA
"gene104026"	3817	"Asap2"	NA	NA	NA
"gene104027"	3818	"Asap3"	NA	NA	NA
"gene104028"	3819	"Asb1"	NA	NA	NA
"gene104029"	3820	"Asb10"	NA	NA	NA
"gene104030"	3821	"Asb11"	-0.172338884866039	1	0
"gene104031"	3822	"Asb12"	NA	NA	NA
"gene104032"	3823	"Asb13"	NA	NA	NA
"gene104033"	3824	"Asb14"	NA	NA	NA
"gene104034"	3825	"Asb15"	NA	NA	NA
"gene104035"	3826	"Asb16"	NA	NA	NA
"gene104036"	3827	"Asb17"	NA	NA	NA
"gene104037"	3828	"Asb17os"	NA	NA	NA
"gene104038"	3829	"Asb18"	0.0477914554670529	1	0
"gene104039"	3830	"Asb2"	NA	NA	NA
"gene104040"	3831	"Asb3"	NA	NA	NA
"gene104041"	3832	"Asb4"	NA	NA	NA
"gene104042"	3833	"Asb5"	NA	NA	NA
"gene104043"	3834	"Asb6"	NA	NA	NA
"gene104044"	3835	"Asb7"	NA	NA	NA
"gene104045"	3836	"Asb8"	NA	NA	NA
"gene104046"	3837	"Asb9"	-0.040645289310519	0.818025652009912	0.0302431305922324
"gene104047"	3838	"Ascc1"	NA	NA	NA
"gene104048"	3839	"Ascc2"	NA	NA	NA
"gene104049"	3840	"Ascc3"	NA	NA	NA
"gene104050"	3841	"Ascl1"	NA	NA	NA
"gene104051"	3842	"Ascl2"	NA	NA	NA
"gene104052"	3843	"Ascl3"	NA	NA	NA
"gene104053"	3844	"Ascl4"	NA	NA	NA
"gene104054"	3845	"Ascl5"	0.00410500993958435	0.80100385770801	0.0305613397132836
"gene104055"	3846	"Asf1a"	NA	NA	NA
"gene104056"	3847	"Asf1b"	NA	NA	NA
"gene104058"	3848	"Asgr2"	NA	NA	NA
"gene104059"	3849	"Ash1l"	NA	NA	NA
"gene104060"	3850	"Ash2l"	NA	NA	NA
"gene104061"	3851	"Asic1"	NA	NA	NA
"gene104062"	3852	"Asic2"	NA	NA	NA
"gene104063"	3853	"Asic3"	-0.0651701665459812	1	0
"gene104064"	3854	"Asic4"	NA	NA	NA
"gene104065"	3855	"Asic5"	NA	NA	NA
"gene104066"	3856	"Asl"	NA	NA	NA
"gene104067"	3857	"Asmt"	NA	NA	NA
"gene104068"	3858	"Asna1"	NA	NA	NA
"gene104069"	3859	"Asns"	NA	NA	NA
"gene104070"	3860	"Asnsd1"	NA	NA	NA
"gene104071"	3861	"Aspa"	3.6051994217308	0.130255231483122	0.219382803604361
"gene104072"	3862	"Aspdh"	NA	NA	NA
"gene104073"	3863	"Aspg"	NA	NA	NA
"gene104074"	3864	"Asph"	NA	NA	NA
"gene104075"	3865	"Asphd1"	NA	NA	NA
"gene104076"	3866	"Asphd2"	NA	NA	NA
"gene104077"	3867	"Aspm"	NA	NA	NA
"gene104078"	3868	"Aspn"	NA	NA	NA
"gene104079"	3869	"Asprv1"	-0.0692560762602713	0.00569489402321149	0.497734870797254
"gene104080"	3870	"Aspscr1"	NA	NA	NA
"gene104081"	3871	"Asrgl1"	NA	NA	NA
"gene104082"	3872	"Ass-ps1"	NA	NA	NA
"gene104083"	3873	"Ass1"	NA	NA	NA
"gene104084"	3874	"Aste1"	NA	NA	NA
"gene104085"	3875	"Astl"	NA	NA	NA
"gene104086"	3876	"Astn1"	NA	NA	NA
"gene104087"	3877	"Astn2"	-0.199766279116409	0.256053234059377	0.205232839133877
"gene104097"	3878	"Astx5"	NA	NA	NA
"gene104099"	3879	"Asxl1"	NA	NA	NA
"gene104100"	3880	"Asxl2"	NA	NA	NA
"gene104101"	3881	"Asxl3"	NA	NA	NA
"gene104102"	3882	"Asz1"	NA	NA	NA
"gene104103"	3883	"Atad1"	NA	NA	NA
"gene104104"	3884	"Atad2"	NA	NA	NA
"gene104105"	3885	"Atad2b"	-16.1006802313371	0.116222156866597	0.269109499177715
"gene104106"	3886	"Atad3a"	NA	NA	NA
"gene104107"	3887	"Atad3aos"	NA	NA	NA
"gene104108"	3888	"Atad5"	NA	NA	NA
"gene104109"	3889	"Atat1"	NA	NA	NA
"gene104110"	3890	"Atcay"	NA	NA	NA
"gene104111"	3891	"Atcayos"	NA	NA	NA
"gene104112"	3892	"Ate1"	NA	NA	NA
"gene104113"	3893	"Atf1"	-1.28092664403172	0.0242179914084278	0.333116814991257
"gene104114"	3894	"Atf1-ps"	NA	NA	NA
"gene104115"	3895	"Atf2"	NA	NA	NA
"gene104116"	3896	"Atf3"	NA	NA	NA
"gene104117"	3897	"Atf4"	NA	NA	NA
"gene104118"	3898	"Atf5"	NA	NA	NA
"gene104119"	3899	"Atf6"	NA	NA	NA
"gene104120"	3900	"Atf6b"	NA	NA	NA
"gene104121"	3901	"Atf7"	-25.3329402645064	0.7534949193108	0.0392827570454954
"gene104122"	3902	"Atf7ip"	NA	NA	NA
"gene104123"	3903	"Atf7ip2"	NA	NA	NA
"gene104124"	3904	"Atg10"	NA	NA	NA
"gene104125"	3905	"Atg101"	NA	NA	NA
"gene104126"	3906	"Atg12"	NA	NA	NA
"gene104127"	3907	"Atg13"	NA	NA	NA
"gene104128"	3908	"Atg14"	NA	NA	NA
"gene104129"	3909	"Atg16l1"	-6.83474983038866	0.26303846543043	0.151403582353665
"gene104130"	3910	"Atg16l2"	NA	NA	NA
"gene104131"	3911	"Atg2a"	NA	NA	NA
"gene104132"	3912	"Atg2b"	NA	NA	NA
"gene104133"	3913	"Atg3"	NA	NA	NA
"gene104134"	3914	"Atg4a"	NA	NA	NA
"gene104135"	3915	"Atg4a-ps"	NA	NA	NA
"gene104136"	3916	"Atg4b"	NA	NA	NA
"gene104137"	3917	"Atg4c"	-1.73174745944425	0.00115266143935521	0.598211893828443
"gene104138"	3918	"Atg4d"	NA	NA	NA
"gene104139"	3919	"Atg5"	NA	NA	NA
"gene104140"	3920	"Atg7"	NA	NA	NA
"gene104141"	3921	"Atg9a"	NA	NA	NA
"gene104142"	3922	"Atg9b"	NA	NA	NA
"gene104143"	3923	"Atic"	NA	NA	NA
"gene104144"	3924	"Atl1"	NA	NA	NA
"gene104145"	3925	"Atl2"	-3.93014277256228	0.0743244181477774	0.318276156627507
"gene104146"	3926	"Atl3"	NA	NA	NA
"gene104147"	3927	"Atm"	NA	NA	NA
"gene104148"	3928	"Atmin"	NA	NA	NA
"gene104149"	3929	"Atn1"	NA	NA	NA
"gene104150"	3930	"Atoh1"	NA	NA	NA
"gene104151"	3931	"Atoh7"	NA	NA	NA
"gene104152"	3932	"Atoh8"	NA	NA	NA
"gene104153"	3933	"Atox1"	8.98510132749474	4.08830030609247e-06	0.680575282158933
"gene104154"	3934	"Atp10a"	NA	NA	NA
"gene104155"	3935	"Atp10b"	NA	NA	NA
"gene104156"	3936	"Atp10d"	NA	NA	NA
"gene104157"	3937	"Atp11a"	NA	NA	NA
"gene104158"	3938	"Atp11b"	NA	NA	NA
"gene104159"	3939	"Atp11c"	NA	NA	NA
"gene104160"	3940	"Atp12a"	NA	NA	NA
"gene104161"	3941	"Atp13a1"	-4.76225837522694	0.102297850098394	0.255674478651125
"gene104162"	3942	"Atp13a2"	NA	NA	NA
"gene104163"	3943	"Atp13a3"	NA	NA	NA
"gene104164"	3944	"Atp13a4"	NA	NA	NA
"gene104165"	3945	"Atp13a5"	NA	NA	NA
"gene104166"	3946	"Atp1a1"	NA	NA	NA
"gene104167"	3947	"Atp1a2"	NA	NA	NA
"gene104168"	3948	"Atp1a3"	NA	NA	NA
"gene104169"	3949	"Atp1a4"	0.0321411179965945	0.652054725455065	0.0800832706930065
"gene104170"	3950	"Atp1b1"	NA	NA	NA
"gene104171"	3951	"Atp1b2"	NA	NA	NA
"gene104172"	3952	"Atp1b3"	NA	NA	NA
"gene104173"	3953	"Atp1b4"	NA	NA	NA
"gene104174"	3954	"Atp23"	NA	NA	NA
"gene104175"	3955	"Atp2a1"	NA	NA	NA
"gene104176"	3956	"Atp2a2"	NA	NA	NA
"gene104177"	3957	"Atp2a3"	83.2764622896555	5.83920482740473e-05	0.713183942349486
"gene104178"	3958	"Atp2b1"	NA	NA	NA
"gene104179"	3959	"Atp2b2"	NA	NA	NA
"gene104180"	3960	"Atp2b3"	NA	NA	NA
"gene104181"	3961	"Atp2b4"	NA	NA	NA
"gene104182"	3962	"Atp2c1"	NA	NA	NA
"gene104183"	3963	"Atp2c2"	NA	NA	NA
"gene104184"	3964	"Atp4a"	NA	NA	NA
"gene104185"	3965	"Atp4b"	-0.0105814932932582	0.323703958271503	0.15352978375434
"gene104186"	3966	"Atp5a1"	NA	NA	NA
"gene104187"	3967	"Atp5b"	NA	NA	NA
"gene104188"	3968	"Atp5c1"	NA	NA	NA
"gene104189"	3969	"Atp5c1-ps"	NA	NA	NA
"gene104190"	3970	"Atp5d"	NA	NA	NA
"gene104191"	3971	"Atp5e"	NA	NA	NA
"gene104192"	3972	"Atp5g1"	NA	NA	NA
"gene104193"	3973	"Atp5g2"	-1.53239622706235	3.84150943749242e-09	0.810158961828787
"gene104194"	3974	"Atp5g3"	NA	NA	NA
"gene104195"	3975	"Atp5h"	NA	NA	NA
"gene104196"	3976	"Atp5j"	NA	NA	NA
"gene104197"	3977	"Atp5j2"	NA	NA	NA
"gene104198"	3978	"Atp5k"	NA	NA	NA
"gene104199"	3979	"Atp5k-ps2"	NA	NA	NA
"gene104200"	3980	"Atp5l"	NA	NA	NA
"gene104201"	3981	"Atp5l-ps1"	0.0391020999275887	1	0
"gene104202"	3982	"Atp5l-ps2"	NA	NA	NA
"gene104203"	3983	"Atp5l2-ps"	NA	NA	NA
"gene104204"	3984	"Atp5md"	NA	NA	NA
"gene104205"	3985	"Atp5mpl"	NA	NA	NA
"gene104206"	3986	"Atp5o"	NA	NA	NA
"gene104207"	3987	"Atp5pb"	NA	NA	NA
"gene104208"	3988	"Atp5pb-ps"	NA	NA	NA
"gene104209"	3989	"Atp6ap1"	-11.5319525402955	0.00390439941763097	0.443167549657737
"gene104210"	3990	"Atp6ap1l"	NA	NA	NA
"gene104211"	3991	"Atp6ap2"	NA	NA	NA
"gene104212"	3992	"Atp6v0a1"	NA	NA	NA
"gene104213"	3993	"Atp6v0a2"	NA	NA	NA
"gene104214"	3994	"Atp6v0a4"	NA	NA	NA
"gene104215"	3995	"Atp6v0b"	NA	NA	NA
"gene104216"	3996	"Atp6v0c"	NA	NA	NA
"gene104217"	3997	"Atp6v0c-ps1"	0.0506879073135409	0.999999904884748	0
"gene104218"	3998	"Atp6v0c-ps2"	NA	NA	NA
"gene104219"	3999	"Atp6v0d1"	NA	NA	NA
"gene104220"	4000	"Atp6v0d2"	NA	NA	NA
"gene104221"	4001	"Atp6v0e"	NA	NA	NA
"gene104222"	4002	"Atp6v0e2"	NA	NA	NA
"gene104223"	4003	"Atp6v1a"	NA	NA	NA
"gene104224"	4004	"Atp6v1b1"	NA	NA	NA
"gene104225"	4005	"Atp6v1b2"	-24.449070791188	0.116131482934131	0.220166319058077
"gene104226"	4006	"Atp6v1c1"	NA	NA	NA
"gene104227"	4007	"Atp6v1c2"	NA	NA	NA
"gene104228"	4008	"Atp6v1d"	NA	NA	NA
"gene104229"	4009	"Atp6v1e1"	NA	NA	NA
"gene104230"	4010	"Atp6v1e2"	NA	NA	NA
"gene104231"	4011	"Atp6v1f"	NA	NA	NA
"gene104232"	4012	"Atp6v1fnb"	NA	NA	NA
"gene104233"	4013	"Atp6v1g1"	1.81200506689302	0.0396624763044056	0.301512003779228
"gene104234"	4014	"Atp6v1g2"	NA	NA	NA
"gene104235"	4015	"Atp6v1g3"	NA	NA	NA
"gene104236"	4016	"Atp6v1h"	NA	NA	NA
"gene104237"	4017	"Atp7a"	NA	NA	NA
"gene104238"	4018	"Atp7b"	NA	NA	NA
"gene104239"	4019	"Atp8a1"	NA	NA	NA
"gene104240"	4020	"Atp8a2"	NA	NA	NA
"gene104241"	4021	"Atp8b1"	1.06485776205088	0.121910049835973	0.216375547039457
"gene104242"	4022	"Atp8b2"	NA	NA	NA
"gene104243"	4023	"Atp8b3"	NA	NA	NA
"gene104244"	4024	"Atp8b4"	NA	NA	NA
"gene104245"	4025	"Atp8b5"	NA	NA	NA
"gene104246"	4026	"Atp9a"	NA	NA	NA
"gene104247"	4027	"Atp9b"	NA	NA	NA
"gene104248"	4028	"Atpaf1"	NA	NA	NA
"gene104249"	4029	"Atpaf2"	9.83055756698044	1	0
"gene104250"	4030	"Atpif1"	NA	NA	NA
"gene104251"	4031	"Atpsckmt"	NA	NA	NA
"gene104252"	4032	"Atr"	NA	NA	NA
"gene104253"	4033	"Atraid"	NA	NA	NA
"gene104254"	4034	"Atrip"	NA	NA	NA
"gene104255"	4035	"Atrn"	NA	NA	NA
"gene104256"	4036	"Atrnl1"	NA	NA	NA
"gene104257"	4037	"Atrx"	0.949779591181257	0.968015011050525	0.00499922443386353
"gene104258"	4038	"Atxn1"	NA	NA	NA
"gene104259"	4039	"Atxn10"	NA	NA	NA
"gene104260"	4040	"Atxn1l"	NA	NA	NA
"gene104261"	4041	"Atxn2"	NA	NA	NA
"gene104262"	4042	"Atxn2l"	NA	NA	NA
"gene104263"	4043	"Atxn3"	NA	NA	NA
"gene104264"	4044	"Atxn7"	NA	NA	NA
"gene104265"	4045	"Atxn7l1"	-15.0379369714584	0.102167877678648	0.313129519090236
"gene104266"	4046	"Atxn7l1os1"	NA	NA	NA
"gene104267"	4047	"Atxn7l1os2"	NA	NA	NA
"gene104268"	4048	"Atxn7l2"	NA	NA	NA
"gene104269"	4049	"Atxn7l3"	NA	NA	NA
"gene104270"	4050	"Atxn7l3b"	NA	NA	NA
"gene104271"	4051	"AU015228"	NA	NA	NA
"gene104272"	4052	"AU015336"	NA	NA	NA
"gene104273"	4053	"AU015791"	-0.0615496017378711	1	0
"gene104274"	4054	"AU015836"	NA	NA	NA
"gene104275"	4055	"AU016765"	NA	NA	NA
"gene104276"	4056	"AU017674"	NA	NA	NA
"gene104277"	4057	"AU018091"	NA	NA	NA
"gene104278"	4058	"AU019990"	NA	NA	NA
"gene104279"	4059	"AU020206"	NA	NA	NA
"gene104281"	4060	"AU021092"	NA	NA	NA
"gene104282"	4061	"AU022133"	0.0233239530235996	0.0846101444816425	0.243301901932873
"gene104283"	4062	"AU022252"	NA	NA	NA
"gene104284"	4063	"AU022751"	NA	NA	NA
"gene104285"	4064	"AU022754"	NA	NA	NA
"gene104286"	4065	"AU022793"	NA	NA	NA
"gene104287"	4066	"AU023070"	NA	NA	NA
"gene104288"	4067	"AU023762"	NA	NA	NA
"gene104289"	4068	"AU040320"	NA	NA	NA
"gene104290"	4069	"AU040972"	-0.0308795780631322	0.31698235569932	0.141570589377712
"gene104291"	4070	"AU041133"	NA	NA	NA
"gene104292"	4071	"Auh"	NA	NA	NA
"gene104293"	4072	"Aunip"	NA	NA	NA
"gene104294"	4073	"Aup1"	NA	NA	NA
"gene104295"	4074	"Aurka"	NA	NA	NA
"gene104296"	4075	"Aurkaip1"	NA	NA	NA
"gene104297"	4076	"Aurkb"	NA	NA	NA
"gene104298"	4077	"Aurkc"	0.0854453294713976	1	0
"gene104299"	4078	"Auts2"	NA	NA	NA
"gene104300"	4079	"AV039307"	NA	NA	NA
"gene104301"	4080	"AV064505"	NA	NA	NA
"gene104302"	4081	"AV099323"	NA	NA	NA
"gene104303"	4082	"AV205837"	NA	NA	NA
"gene104305"	4083	"AV356131"	NA	NA	NA
"gene104306"	4084	"Aven"	NA	NA	NA
"gene104307"	4085	"Avil"	29.3383594221824	0.780548468613362	0.0342637776027869
"gene104308"	4086	"Avl9"	NA	NA	NA
"gene104309"	4087	"Avp"	NA	NA	NA
"gene104310"	4088	"Avpi1"	NA	NA	NA
"gene104311"	4089	"Avpr1a"	NA	NA	NA
"gene104312"	4090	"Avpr1b"	NA	NA	NA
"gene104313"	4091	"Avpr2"	NA	NA	NA
"gene104314"	4092	"AW011738"	NA	NA	NA
"gene104315"	4093	"AW046200"	-0.379467232944394	0.0302150435830044	0.413133286106934
"gene104316"	4094	"AW047730"	NA	NA	NA
"gene104317"	4095	"AW112010"	NA	NA	NA
"gene104318"	4096	"AW146154"	NA	NA	NA
"gene104319"	4097	"AW209491"	NA	NA	NA
"gene104320"	4098	"AW495222"	NA	NA	NA
"gene104321"	4099	"AW549877"	NA	NA	NA
"gene104322"	4100	"AW551984"	NA	NA	NA
"gene104323"	4101	"AW554918"	1.99855177407676	1	0
"gene104324"	4102	"AW822073"	NA	NA	NA
"gene104325"	4103	"AW822252"	NA	NA	NA
"gene104326"	4104	"Awat1"	NA	NA	NA
"gene104327"	4105	"Awat2"	NA	NA	NA
"gene104328"	4106	"Axdnd1"	NA	NA	NA
"gene104329"	4107	"Axin1"	NA	NA	NA
"gene104330"	4108	"Axin2"	NA	NA	NA
"gene104331"	4109	"Axl"	5.89178539182139	0.00751658682449387	0.519634895670397
"gene104332"	4110	"AY074887"	NA	NA	NA
"gene104333"	4111	"AY358078"	NA	NA	NA
"gene104334"	4112	"AY512915"	NA	NA	NA
"gene104335"	4113	"AY512931"	NA	NA	NA
"gene104336"	4114	"AY702102"	NA	NA	NA
"gene104337"	4115	"AY702103"	NA	NA	NA
"gene104338"	4116	"AY761185"	NA	NA	NA
"gene104340"	4117	"Azgp1"	0.0181028240405503	1	1.15432680528787e-16
"gene104341"	4118	"Azi2"	NA	NA	NA
"gene104342"	4119	"Azin1"	NA	NA	NA
"gene104343"	4120	"Azin2"	NA	NA	NA
"gene104344"	4121	"B020004C17Rik"	NA	NA	NA
"gene104345"	4122	"B020004J07Rik"	NA	NA	NA
"gene104346"	4123	"B020010K11Rik"	NA	NA	NA
"gene104347"	4124	"B020011L13Rik"	NA	NA	NA
"gene104348"	4125	"B020014A21Rik"	0.0738595220854453	0.999999904884748	0
"gene104349"	4126	"B020017C02Rik"	NA	NA	NA
"gene104350"	4127	"B020018J22Rik"	NA	NA	NA
"gene104351"	4128	"B020031H02Rik"	NA	NA	NA
"gene104352"	4129	"B020031M17Rik"	NA	NA	NA
"gene104353"	4130	"B130011K05Rik"	NA	NA	NA
"gene104354"	4131	"B130021K23Rik"	NA	NA	NA
"gene104355"	4132	"B130024G19Rik"	NA	NA	NA
"gene104356"	4133	"B130034C11Rik"	-2.37572201981641	0.0475402488491409	0.387296587353956
"gene104357"	4134	"B130046B21Rik"	NA	NA	NA
"gene104358"	4135	"B130055M24Rik"	NA	NA	NA
"gene104359"	4136	"B230104I21Rik"	NA	NA	NA
"gene104360"	4137	"B230110C06Rik"	NA	NA	NA
"gene104361"	4138	"B230110G15Rik"	NA	NA	NA
"gene104362"	4139	"B230112G18Rik"	NA	NA	NA
"gene104363"	4140	"B230112I24Rik"	NA	NA	NA
"gene104364"	4141	"B230112J18Rik"	0.0103121592426016	0.701918152498068	0.0509525075906099
"gene104365"	4142	"B230118H07Rik"	NA	NA	NA
"gene104366"	4143	"B230119M05Rik"	NA	NA	NA
"gene104367"	4144	"B230206H07Rik"	NA	NA	NA
"gene104368"	4145	"B230206I08Rik"	NA	NA	NA
"gene104369"	4146	"B230206L02Rik"	NA	NA	NA
"gene104371"	4147	"B230208B08Rik"	NA	NA	NA
"gene104372"	4148	"B230208H11Rik"	NA	NA	NA
"gene104373"	4149	"B230209E15Rik"	-0.167994207096307	1	0
"gene104374"	4150	"B230214G05Rik"	NA	NA	NA
"gene104375"	4151	"B230216N24Rik"	NA	NA	NA
"gene104376"	4152	"B230217C12Rik"	NA	NA	NA
"gene104377"	4153	"B230217J21Rik"	NA	NA	NA
"gene104378"	4154	"B230217O12Rik"	NA	NA	NA
"gene104379"	4155	"B230219D22Rik"	NA	NA	NA
"gene104380"	4156	"B230220B15Rik"	NA	NA	NA
"gene104381"	4157	"B230303A05Rik"	0.0178384547223069	0.964586769595011	0.00807007308003337
"gene104382"	4158	"B230303O12Rik"	NA	NA	NA
"gene104383"	4159	"B230307C23Rik"	NA	NA	NA
"gene104384"	4160	"B230311B06Rik"	NA	NA	NA
"gene104385"	4161	"B230312C02Rik"	NA	NA	NA
"gene104386"	4162	"B230317F23Rik"	NA	NA	NA
"gene104387"	4163	"B230319C09Rik"	NA	NA	NA
"gene104388"	4164	"B230322F03Rik"	NA	NA	NA
"gene104389"	4165	"B230323A14Rik"	0.0963070238957278	1	0
"gene104390"	4166	"B230334C09Rik"	NA	NA	NA
"gene104391"	4167	"B230354K17Rik"	NA	NA	NA
"gene104392"	4168	"B230362B09Rik"	NA	NA	NA
"gene104393"	4169	"B230364G03Rik"	NA	NA	NA
"gene104394"	4170	"B230369F24Rik"	NA	NA	NA
"gene104395"	4171	"B230377A18Rik"	NA	NA	NA
"gene104396"	4172	"B230398E01Rik"	NA	NA	NA
"gene104397"	4173	"B2m"	4.17885443281005	0.0752761169534859	0.283158415190407
"gene104398"	4174	"B330016D10Rik"	NA	NA	NA
"gene104399"	4175	"B3galnt1"	NA	NA	NA
"gene104400"	4176	"B3galnt2"	NA	NA	NA
"gene104401"	4177	"B3galt1"	NA	NA	NA
"gene104402"	4178	"B3galt2"	NA	NA	NA
"gene104403"	4179	"B3galt4"	NA	NA	NA
"gene104404"	4180	"B3galt5"	NA	NA	NA
"gene104405"	4181	"B3galt6"	0.376210103038505	0.0234733594073461	0.36246878294393
"gene104406"	4182	"B3gat1"	NA	NA	NA
"gene104407"	4183	"B3gat2"	NA	NA	NA
"gene104408"	4184	"B3gat3"	NA	NA	NA
"gene104409"	4185	"B3glct"	NA	NA	NA
"gene104410"	4186	"B3gnt2"	NA	NA	NA
"gene104411"	4187	"B3gnt3"	NA	NA	NA
"gene104412"	4188	"B3gnt4"	NA	NA	NA
"gene104413"	4189	"B3gnt5"	22.4278953636302	9.20321308092146e-11	0.926012579964476
"gene104414"	4190	"B3gnt6"	NA	NA	NA
"gene104415"	4191	"B3gnt7"	NA	NA	NA
"gene104416"	4192	"B3gnt8"	NA	NA	NA
"gene104417"	4193	"B3gnt9"	NA	NA	NA
"gene104418"	4194	"B3gntl1"	NA	NA	NA
"gene104419"	4195	"B430010I23Rik"	NA	NA	NA
"gene104420"	4196	"B430119L08Rik"	NA	NA	NA
"gene104421"	4197	"B430203G13Rik"	-0.0463432295438088	1	0
"gene104422"	4198	"B430212C06Rik"	NA	NA	NA
"gene104423"	4199	"B430218F22Rik"	NA	NA	NA
"gene104424"	4200	"B430219N15Rik"	NA	NA	NA
"gene104426"	4201	"B430306N03Rik"	NA	NA	NA
"gene104427"	4202	"B430319F04Rik"	NA	NA	NA
"gene104428"	4203	"B430319H21Rik"	NA	NA	NA
"gene104429"	4204	"B4galnt1"	NA	NA	NA
"gene104430"	4205	"B4galnt2"	3.6876241945192	0.358930669933233	0.122325367128655
"gene104431"	4206	"B4galnt3"	NA	NA	NA
"gene104432"	4207	"B4galnt4"	NA	NA	NA
"gene104433"	4208	"B4galt1"	NA	NA	NA
"gene104434"	4209	"B4galt2"	NA	NA	NA
"gene104435"	4210	"B4galt3"	NA	NA	NA
"gene104436"	4211	"B4galt4"	NA	NA	NA
"gene104437"	4212	"B4galt5"	NA	NA	NA
"gene104438"	4213	"B4galt6"	0.252087531122195	0.194397191100106	0.224046788119067
